code;description;description[el];description[en];lat;lon
2688;Lefkosias - Troodous - Karvounas 1;Λευκωσίας - Τροόδους - Καρβουνάς 1;Lefkosias - Troodous - Karvounas 1;34,9417082387721;32,9299577618315
30220;Papakosta Leonidou - Dimitriou Christodoulou;Παπακώστα Λεωνίδου - Δημητρίου Χριστοδούλου;Papakosta Leonidou - Dimitriou Christodoulou;34,8001525814447;32,407588205402
40185;Louma Beach 1;Παραλία Λούμα 1;Louma Beach 1;35,0437744623301;34,029595864433
20481;Agia Marina Church 2;Εκκλησία Αγίας Μαρίνας 2;Agia Marina Church 2;34,9533510737498;33,4241011007615
10745;Sfalangiotissis - Armenias;Σφαλαγγιωτίσσης - Αρμενίας;Sfalangiotissis - Armenias;34,7128039699566;33,0498201680944
10175;Michalaki Karaoli - Trion Ierarchon;Μιχαλάκη Καραολή - Τριών Ιεραρχών;Michalaki Karaoli - Trion Ierarchon;34,6877034972748;32,9655774734541
750;Ave. Spyrou Kyprianou - Skopa;Λεωφ. Σπύρου Κυπριανού - Σκόπα;Ave. Spyrou Kyprianou - Skopa;35,1631725520934;33,3604796015874
20080;Agiou Fanouriou - 3rd Stop;Αγίου Φανουρίου - 3η Στάση;Agiou Fanouriou - 3rd Stop;34,7945026361725;33,3424596430151
11815;Kensington 2;Kensington 2;Kensington 2;34,6741465682036;32,8384381360929
162;Lakatameia Health Centre 2;Κέντρο Υγείας Λακατάμειας 2;Lakatameia Health Centre 2;35,1206700142095;33,2992176157712
2319;Archiep. Makariou C´ Ave. - 3rd Klirou 1;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 3η Κλήρου 1;Archiep. Makariou C´ Ave. - 3rd Klirou 1;35,0238722981859;33,1786567839089
21476;Pervolia Tourist Area - 3rd Stop;Τουριστική Περβολιών - 3η Στάση;Pervolia Tourist Area - 3rd Stop;34,8400287537397;33,610525066564
11666;Andrea Vlami - Souni - Zanakia 1;Ανδρέα Βλάμη - Σούνι - Ζανακιά 1;Andrea Vlami - Souni - Zanakia 1;34,7318428143899;32,8769612226281
40530;Karyon - Markou Drakou 1;Καρυών - Μάρκου Δράκου 1;Karyon - Markou Drakou 1;35,0416691874875;33,8406418834246
2492;Archiep. Makariou C´  - Grigori Afxentiou;Αρχιεπ. Μακαρίου Γ´ - Γρηγόρη Αυξεντίου;Archiep. Makariou C´  - Grigori Afxentiou;35,0580545885195;33,2598827810817
221;Ave. Strovolou - Ilia Venezi;Λεωφ. Στροβόλου - Ηλία Βενέζη;Ave. Strovolou - Ilia Venezi;35,1408111281378;33,3381955135068
11796;Georgiou Sachtouri - Tefkrou;Γεωργίου Σαχτούρη - Τεύκρου;Georgiou Sachtouri - Tefkrou;34,6985870161748;32,9619370010853
40037;Archiep. Makariou C´ - Anagenniseos;Αρχιεπ. Μακαρίου Γ´ - Αναγεννήσεως;Archiep. Makariou C´ - Anagenniseos;35,0606652960502;33,9543491877211
31559;Polis Hospital 2;Νοσοκομείο Πόλις 2;Polis Hospital 2;35,0388724053368;32,4249471321249
30525;2nd Stop Fasoula Pafou 1;2η Στάση Φασούλα Πάφου 1;2nd Stop Fasoula Pafou 1;34,7612964947106;32,6259018433294
30624;2nd Stop Simou;2η Στάση Σίμου;2nd Stop Simou;34,9412320059007;32,504518549875
10893;Agios Nikolaos Cemetery 1;Κοιμητήριο Αγίου Νικολάου 1;Agios Nikolaos Cemetery 1;34,6916178462822;33,0569368600484
833;Ave. Athalassas - Pentelis;Λεωφ. Αθαλάσσας - Πεντέλης;Ave. Athalassas - Pentelis;35,1433545635044;33,3659250173429
11769;Kyprou - Keryneias 2;Κύπρου - Κερύνειας 2;Kyprou - Keryneias 2;34,690754357032;32,9157692649862
26010;Menogeia 2;Menogeia 2;Menogeia 2;34,8440887925185;33,4410514010105
22203;28th October-Athienou;28ης Οκτωβρίου-Αθηένου;28th October-Athienou;35,0542369019222;33,5399165808899
20315;Pentaschoinos Tourist Area - 8th Stop;Τουριστική Πεντάσχοινος - 8η Στάση;Pentaschoinos Tourist Area - 8th Stop;34,7728580577083;33,4510213340488
10087;Archiep. Makariou C´ Ave. - Fire Station 1;Λεωφ. Αρχιεπ. Μακαρίου Γ´ -  Πυροσβεστική 1;Archiep. Makariou C´ Ave. - Fire Station 1;34,6819785912338;33,0287653392861
10599;25 Martiou - 1 Apriliou 1;25 Μαρτίου - 1 Απριλίου 1;25 Martiou - 1 Apriliou 1;34,6998578292913;32,9597307843809
2678;Flasou Square;Πλατεία Φλάσου;Flasou Square;35,0696086372338;32,8897387010933
180;Anthoupoli Elementary School 1;Δημοτικό Σχολείο Ανθούπολης 1;Anthoupoli Elementary School 1;35,1065657825652;33,2885881823177
21846;Zygi - Kalavasos Road - 2nd Stop;Δρόμος Ζύγι - Καλαβασός - 2η Στάση;Zygi - Kalavasos Road - 2nd Stop;34,7544234008147;33,3174918534318
11848;Evagora Pallikaridi - Rizokarpasou 1;Ευαγόρα Παλληκαρίδη - Ριζοκαρπάσου 1;Evagora Pallikaridi - Rizokarpasou 1;34,7020331974165;32,9665324356679
608;Ave. Archiep. Makariou C - Kavalas;Λεωφ. Αρχιεπ. Μακαρίου Γ - Καβάλας;Ave. Archiep. Makariou C - Kavalas;35,1548135902034;33,3924255561382
2687;Lefkosias - Troodous - Karvounas 2;Λευκωσίας - Τροόδους - Καρβουνάς 2;Lefkosias - Troodous - Karvounas 2;34,9420058800674;32,930067018569
646;Ave. Athalassis - UCY Student Halls 2;Λεωφ. Αθαλάσσης - Φοιτητική Εστία 2;Ave. Athalassis - UCY Student Halls 2;35,1437463814322;33,4043602372873
20168;Choirokoitia - Vavla Road - 3rd Stop;Δρόμος Χοιροκοιτία - Βάβλα - 3η Στάση;Choirokoitia - Vavla Road - 3rd Stop;34,8401218227694;33,2673662130482
21779;Agios Epifanios Church 2;Εκκλησία Αγίου Επιφανίου 2;Agios Epifanios Church 2;34,9957242041035;33,4658176074651
11182;Lemesos - Troodos Road - Moniatis 2;Δρόμος Λεμεσού - Τροοδους -  Μονιάτης 2;Lemesos - Troodos Road - Moniatis 2;34,8661484516898;32,901772447064
21924;Meneou Health Centre;Κέντρο Υγείας Μενεού;Meneou Health Centre;34,865405830531;33,5919056521587
20366;Thiras - Rembrandt;Θήρας - Ρέμπραντ;Thiras - Rembrandt;34,9342514783667;33,6300340383407
21888;Konstantinoupoleos - Karyatidon;Κωνσταντινουπόλεως - Καρυάτιδων;Konstantinoupoleos - Karyatidon;34,9188475039192;33,6092689628956
5052;Axiou - Spercheiou;Αξιού - Σπερχειού ;Axiou - Spercheiou;35,104976451503;33,307850618185
30158;Ellados Ave. - Olgas Xinaridou;Λεωφ. Ελλάδος - Όλγας Ξιναρίδου;Ellados Ave. - Olgas Xinaridou;34,7823110544337;32,4273235593229
4069;Dorou Loizou - Petraki Giallourou;Δώρου Λοΐζου - Πετράκη Γιάλλουρου;Dorou Loizou - Petraki Giallourou;34,9513031277352;33,2968047245532
4063;Eleftheriou Venizelou - Ifaistou;Ελευθερίου Βενιζέλου - Ηφαίστου;Eleftheriou Venizelou - Ifaistou;35,0622877422136;33,536196983798
11315;Stylianou Lena - Cyta 2;Στυλιανού Λένα - Cyta 2;Stylianou Lena - Cyta 2;34,9445490979587;32,9789844119253
30507;Old Lemesos - Pafos Road - 1st Stop;Παλαιός Δρόμος Λεμεσού - Πάφου - 1η Στάση;Old Lemesos - Pafos Road - 1st Stop;34,7233747153902;32,5267592749869
11876;Trion Ierarchon - Ammochostou;Τριών Ιεραρχών - Αμμοχώστου;Trion Ierarchon - Ammochostou;34,6868287420145;32,9655123318911
21486;Pervolia Tourist Area - 6th Stop;Τουριστική Περβολιών - 6η Στάση;Pervolia Tourist Area - 6th Stop;34,8366136364227;33,604604920235
20497;Agios Ioannis Church 2;Εκκλησία Αγίου Ιωάννη 2;Agios Ioannis Church 2;34,9476012238599;33,4627306891634
10452;Evgeniou Voulgareos - 85 Street;Ευγενίου Βουλγάρεως - 85 Δρόμος;Evgeniou Voulgareos - 85 Street;34,68254997972;33,0057203573232
10403;104 Street - Zodeias 1;104 Δρόμος - Ζώδειας 1;104 Street - Zodeias 1;34,7089813168853;32,9923012704593
11253;Pentakomo;Πεντάκωμο;Pentakomo;34,7379614244489;33,2407755234414
10909;Edessis - Naousis;Εδέσσης;Edessis - Naousis;34,7213352736716;33,0136194942729
21614;Nikiforou Foka - Lemesou Ave.;Νικηφόρου Φωκά - Λεωφ. Λεμεσού;Nikiforou Foka - Lemesou Ave.;34,9108525363765;33,5865722411378
11874;Archiep. Makariou C' - Arsinois;Αρχιεπ. Μακαρίου Γ' - Αρσινόης;Archiep. Makariou C' - Arsinois;34,6899282548727;32,95716993882
30541;2nd Stop Prastio Pafou;2η Στάση Πραστιό Πάφου;2nd Stop Prastio Pafou;34,7908081616303;32,6923486762344
21214;Timiou Prodromou - Dimokratias;Τιμίου Προδρόμου - Δημοκρατίας;Timiou Prodromou - Dimokratias;34,8763117311613;33,5929795445818
31915;Kato Akourdaleia 2;Κάτω Ακουρδάλεια 2;Kato Akourdaleia 2;34,9526348627753;32,4511125334336
218;Ave. Strovolou - Pythonos;Λεωφ. Στροβόλου - Πύθωνος;Ave. Strovolou - Pythonos;35,1425967535343;33,3413315491086
2599;Arch. Makariou C - Christianas Christofidou 1;Αρχ. Μακαρίου Γ - Χριστιάνας Χριστοφίδου 1;Arch. Makariou C - Christianas Christofidou 1;35,1173736462672;33,2315157161368
10747;Agios Athanasios Municipality 2;Δημαρχείο Αγίου Αθανασίου 2;Agios Athanasios Municipality 2;34,7089986517801;33,0492718772386
30177;C.T.O. Offices;Γραφεία Κ.Ο.Τ.;C.T.O. Offices;34,7746227725429;32,4204916463545
30327;Apostolou Pavlou Ave. - Ploutarchou;Λεωφ. Αποστόλου Παύλου - Πλουτάρχου;Apostolou Pavlou Ave. - Ploutarchou;34,7607139077368;32,4121970805582
22024;Agios Eleftherios Church 2;Εκκλησία Αγίου Ελευθερίου 2;Agios Eleftherios Church 2;34,9339315281741;33,6096761202669
20364;Georg. Griva Digeni Ave. - Agias Lavras;Λεωφ. Γεώργ. Γρίβα Διγενή - Αγίας Λαύρας;Georg. Griva Digeni Ave. - Agias Lavras;34,9173935387577;33,622154366988
717;Ave. Spyrou Kyprianou - E.A.C. 2;Λεωφ. Σπύρου Κυπριανού - Α.Η.Κ. 2;Ave. Spyrou Kyprianou - E.A.C. 2;35,1639803853698;33,3617239719105
20668;Eleftherias Ave. - Petraki Giallourou;Λεωφ. Ελευθερίας - Πετράκη Γιάλλουρου;Eleftherias Ave. - Petraki Giallourou;34,9312462540472;33,598411276935
22160;Lefkara High School - Lyceum 2;Γυμνάσιο - Λύκειο Λευκάρων 2;Lefkara High School - Lyceum 2;34,8680289692441;33,3065928973299
2466;Ave. Archiepiskopou Makariou C - Eleftherias 2;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Ελευθερίας;Ave. Archiepiskopou Makariou C - Eleftherias 2;35,0827314977716;33,2697240683372
10488;Panagia Tricheroussa Church 2;Εκκλησία Παναγίας Τριχερούσσας 2;Panagia Tricheroussa Church 2;34,6969842233747;33,0294256469773
20671;G.S.Z. Stadium 2;Στάδιο Γ.Σ.Ζ. 2;G.S.Z. Stadium 2;34,9254124078872;33,6019819468802
30416;Akamantos Ave. - Agiopetras;Λεωφ. Ακάμαντος - Αγιόπετρας;Akamantos Ave. - Agiopetras;34,8744419377943;32,3601482849234
2021;Papastavrou Papagathangelou - Agias Annas;Παπασταύρου Παπαγαθαγγέλου - Αγίας Άννας;Papastavrou Papagathangelou - Agias Annas;34,9928628848618;33,3667003750556
20666;Akropoleos Ave. - Aradippou Ind. Area;Λεωφ. Ακροπόλεως - Βιομηχ. Αραδίππου;Akropoleos Ave. - Aradippou Ind. Area;34,9382665922812;33,5881909002962
40385;Kyriakou Matsi - Archiep. Makariou C´;Κυριάκου Μάτση - Αρχιεπ. Μακαρίου Γ´;Kyriakou Matsi - Archiep. Makariou C´;35,0258222131273;33,9556978975199
11745;Agios Thomas 2;Άγιος Θωμάς 2;Agios Thomas 2;34,7162653259675;32,7254756462892
10236;Kathetos Limaniou - Georgiou Varnakioti 1;Κάθετος Λιμανιού - Γεωργίου Βαρνακιώτη 1;Kathetos Limaniou - Georgiou Varnakioti 1;34,6752180593346;32,9891060811873
11629;Asgata - Monagroulli Road 1;Δρόμος Ασγάτα - Μοναγρούλλι 1;Asgata - Monagroulli Road 1;34,7708459721186;33,2424337371161
10342;Vasileos Pavlou A´ - Kyriakou Katoli 2;Βασιλέως Παύλου Α´ - Κυριάκου Κατόλη 2;Vasileos Pavlou A´ - Kyriakou Katoli 2;34,6701494770532;33,0155649117474
20179;Choirokoitia Community Stadium 2;Κοινοτικό Στάδιο Χοιροκοιτίας 2;Choirokoitia Community Stadium 2;34,8029644575527;33,3281949291708
5;Embassy of Greece;Λεωφ. Λόρδου Βύρωνος;Embassy of Greece;35,1706382690864;33,3545276428611
4010;Troodos Square;Πλατεία Τροόδους;Troodos Square;34,9237254138149;32,8811644088428
2422;Archiep. Makariou C´ Ave. - Machaira;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Μαχαιρά;Archiep. Makariou C´ Ave. - Machaira;34,9747534982591;33,2505812520187
53;Kleisthenous - Isokratous;Κλεισθένους - Ισοκράτους;Kleisthenous - Isokratous;35,135794739413;33,2980545156748
10629;Agios Mamas Church 1;Εκκλησία Αγίου Μάμαντος 1;Agios Mamas Church 1;34,6573748276193;32,9609954724969
11064;Korfi 2;Κορφή 2;Korfi 2;34,7946092582247;32,9636419625266
20380;A2 Industrial Area;Βιομηχανική Περιοχή Α2;A2 Industrial Area;34,9085910283765;33,5729498422037
30612;Pafos Airport;Αεροδρόμιο Πάφου;Pafos Airport;34,7114810421567;32,4889879499105
31928;Grigori Afxentiou Ave. - Ifaistou 1;Λεωφ. Γρηγόρη Αυξεντίου - Ηφαίστου 1;Grigori Afxentiou Ave. - Ifaistou 1;34,8402587910995;32,4734170368357
2019;Papastavrou Papagathangelou - Leonarissou;Παπασταύρου Παπαγαθαγγέλου - Λεοναρίσσου;Papastavrou Papagathangelou - Leonarissou;34,9883132052359;33,3623301279714
2400;Grigori Afxentiou - 1st Agia Marina 1;Γρηγόρη Αυξεντίου - 1η Αγ. Μαρίνας 1;Grigori Afxentiou - 1st Agia Marina 1;35,0435051536555;33,0545923018491
30392;Archiep. Makariou C´ Ave. - Giannou Kranidioti;Λεωφ. Αρχιεπ. Μακαρίου Γ' - Γιάννου Κρανιδιώτη;Archiep. Makariou C´ Ave. - Giannou Kranidioti;35,0662984078863;32,4695017699488
2847;Distrato Ag. Theodorou 2;Δίστρατο Αγ. Θεοδώρου 2;Distrato Ag. Theodorou 2;35,0569574201835;32,9119405439076
476;Giannou Kranidioti Ave.- North Round About;Λεωφ. Γιάννου Κρανιδιώτη- Κυκλικός Κόμβος Βόρειος;Giannou Kranidioti Ave.- North Round About;35,0835695560149;33,3808619626571
11222;Trimiklini - Pelendri Road 2;Δρόμος Τριμίκλινης - Πελενδρίου 2;Trimiklini - Pelendri Road 2;34,8899238979665;32,9569350873797
10059;Vasileos Georgiou A´ - Pervolas;Βασιλέως Γεωργίου Α´ - Περβόλας;Vasileos Georgiou A´ - Pervolas;34,7013348530156;33,104299977933
40526;Xenion Education 2;Ξένιον Εκπαιδευτικό Κέντρο 2;Xenion Education 2;35,0416139942632;33,9779407832524
882;Avenue Lefkotheou - Agias Annas;Λεωφόρος Λευκοθέου - Αγίας Άννας;Avenue Lefkotheou - Agias Annas;35,1475968267882;33,3232270996973
20568;Akanthous;Ακανθούς;Akanthous;34,8359657105483;33,5119659785202
10574;Dodeka Apostolon Church;Εκκλησία Δώδεκα Αποστόλων;Dodeka Apostolon Church;34,689145712354;33,0366503093537
11532;Agias Fylaxeos - Athinaidos Z. Lanitou;Αγίας Φυλάξεως - Αθηναΐδος Ζ. Λανίτου;Agias Fylaxeos - Athinaidos Z. Lanitou;34,6816421272211;33,0388630711062
2735;Kannavia Helath Center;Κέντρο Υγείας Καναβιών;Kannavia Helath Center;34,9824673229656;32,9770792763963
11674;2nd Kato Mylos;2η Κάτω Μύλος;2nd Kato Mylos;34,8950174020697;33,0035242079279
2430;Grigori Afxentiou Ave. - Makedonias 2;Λεωφ. Γρηγόρη Αυξεντίου - Μακεδονίας 2;Grigori Afxentiou Ave. - Makedonias 2;35,0266712297898;33,2570538235166
247;Ave. Archiep. Makariou C - Archiep. Kyprianou;Λεωφ. Αρχιεπ. Μακαρίου Γ - Αρχιεπ. Κυπριανού;Ave. Archiep. Makariou C - Archiep. Kyprianou;35,1043670612924;33,3027680118951
20143;1st Stop Psematismenos;1η Στάση Ψεματισμένου;1st Stop Psematismenos;34,7684489164276;33,346198626725
612;Kefallinias - Kavalas;Κεφαλληνίας - Καβάλας;Kefallinias - Kavalas;35,153218683015;33,3920775450751
11679;Kato Mylos Community Board 2;Κοινοτικό Συμβούλιο Κάτω Μύλου 2;Kato Mylos Community Board 2;34,8944942527131;33,0066105841384
21318;1 Apriliou Ave. - Nazaret 1;Λεωφ. 1 Απριλίου - Ναζαρέτ 1;1 Apriliou Ave. - Nazaret 1;34,9143181045098;33,6151688156229
22076;P.A. College 1;Κολλέγιο P.A. 1;P.A. College 1;34,9113113158793;33,6265418826048
30613;Polemi Elementary School;Δημοτικό Σχολείο Πολεμιού;Polemi Elementary School;34,8891879877296;32,5146259194643
40058;Anastasi Manoli - Ermou;Αναστάση Μανώλη - Ερμού;Anastasi Manoli - Ermou;34,9774780145623;33,8404235757601
10284;26 Elementary School - Panagia Tricherousa 1;26 Δημοτικό Σχολείο - Παναγίας Τριχερούσας 1;26 Elementary School - Panagia Tricherousa 1;34,6943333697317;33,0276887055594
10095;Pafou - Miltonos;Πάφου - Μίλτωνος;Pafou - Miltonos;34,6759758721961;33,0066150049513
20554;Anexartisias Ave. - Ag. Georgiou Xorinou 1;Λεωφ. Ανεξαρτησίας - Αγ. Γεωργίου Ξωρινού 1;Anexartisias Ave. - Ag. Georgiou Xorinou 1;34,8686074879855;33,5015553552256
30255;S.E.K. Pafos 1;Σ.Ε.Κ. Πάφου 1;S.E.K. Pafos 1;34,7808176740926;32,4280770822437
20344;Zygi Marina - 1st Stop;Μαρίνα Ζυγίου - 1η Στάση;Zygi Marina - 1st Stop;34,7273632505167;33,3368195474173
10486;Vasileos Konstantinou - Gkropious;Βασιλέως Κωνσταντίνου - Γκροπίους;Vasileos Konstantinou - Gkropious;34,6896988919534;33,0243026906326
21918;4 Avenue - 17 Street 2;4 Λεωφόρος - 17 Οδός 2;4 Avenue - 17 Street 2;35,0075399228398;33,6920560995808
30099;Poseidonos Ave. - 7th Stop;Λεωφ. Ποσειδωνος - 7η Στάση;Poseidonos Ave. - 7th Stop;34,7449853134053;32,4288703977653
20310;Camel Park 2;Πάρκο Καμήλων 2;Camel Park 2;34,8015647028371;33,5074021665583
30422;Agiou Georgiou Ave. - 7th Stop;Λεωφ. Αγίου Γεωργίου - 7η Στάση;Agiou Georgiou Ave. - 7th Stop;34,8908167554606;32,3364481065968
40294;Kappari Ave. - 3rd Stop;Λεωφ. Κάππαρη - 3η Στάση;Kappari Ave. - 3rd Stop;35,0538386700199;34,0101271942747
834;Ave. Athalassas - Nikou Theofanous;Λεωφ. Αθαλάσσας - Νίκου Θεοφάνους;Ave. Athalassas - Nikou Theofanous;35,1430192409762;33,3664833825378
11565;Agias Paraskevis - Andrea Zakou;Αγίας Παρασκευής - Ανδρέα Ζάκου;Agias Paraskevis - Andrea Zakou;34,7356641151061;33,0830746725946
30739;Old Lemesos - Pafos Road - 14th Stop;Παλαιός Δρόμος Λεμεσού - Πάφου - 14η Στάση;Old Lemesos - Pafos Road - 14th Stop;34,6861787093738;32,5842638313027
1209;Avenue Tzon Kennenty - Kastorias;Λεωφόρος Τζων Κέννεντυ - Καστοριάς;Avenue Tzon Kennenty - Kastorias;35,1572359955432;33,3705327523332
30450;Eleftherias Ave. - Charilaou Michail;Λεωφ. Ελευθερίας - Χαριλάου Μιχαήλ;Eleftherias Ave. - Charilaou Michail;34,8898567446617;32,4779817651117
298;Strovolou - Agiou Georgiou 1;Στροβόλου - Κηφισίας 1;Strovolou - Agiou Georgiou 1;35,0909210597795;33,3275452227646
20299;Archiep. Makariou C´ Ave. - Galinis;Λεωφ. Αρχιεπ. Μακαρίου Γ΄ - Γαληνής;Archiep. Makariou C´ Ave. - Galinis;34,8550838610927;33,5838132391959
21514;Dasaki Pylas Beach 2;Παραλία Δασάκι Πύλας 2;Dasaki Pylas Beach 2;34,9790570014533;33,696352011111
11184;Moniatis 1;Μονιάτης 1;Moniatis 1;34,8623058029403;32,9120719368992
11599;Platres Forest Station - Kalidonia 2;Δασικός Σταθμός Πλατρών - Καληδόνια 2;Platres Forest Station - Kalidonia 2;34,8954328349468;32,8680933083483
20576;Eirinis Ave. 1;Λεωφ. Ειρήνης 1;Eirinis Ave. 1;34,8627086460512;33,493073614939
10513;Kamelias - Marias Iordanidou 1;Καμέλιας - Μαρίας Ιορδανίδου 2;Kamelias - Marias Iordanidou 1;34,7021266027254;33,018267960471
1405;Ave. Tzon Kennenty - Spyrou Chatzigiakoumi;Λεωφ. Τζων Κέννεντυ - Σπύρου Χατζηγιακουμή;Ave. Tzon Kennenty - Spyrou Chatzigiakoumi;35,1727386446178;33,3842973204569
30531;3rd Stop Kedares;3η Στάση Κέδαρες;3rd Stop Kedares;34,8385131784085;32,7351545487859
21816;Kiti - Mazotos Road - 4th Stop;Δρόμος Κίτι - Μαζωτός - 4η Στάση;Kiti - Mazotos Road - 4th Stop;34,8160857329418;33,5258824024999
205;Ave. Dimostheni Severi - Markou Mpotsari;Λεωφ. Δημοσθένη Σεβέρη - Μάρκου Μπότσαρη;Ave. Dimostheni Severi - Markou Mpotsari;35,1597138377975;33,3530418545614
20272;Old Hospital;Παλιό Νοσοκομείο;Old Hospital;34,9170651225385;33,6298917314463
10857;Onisilou 1;Ονησίλου 1;Onisilou 1;34,7097653204963;33,1248079227465
21203;Agiou Panteleimonos Ave. - Archiep. Kyprianou;Λεωφ. Αγίου Παντελεήμονος - Αρχιεπ. Κυπριανού;Agiou Panteleimonos Ave. - Archiep. Kyprianou;34,8654607420683;33,5880221236996
2574;Grigori Afxentiou - Archiepiskopou Kyprianou;Γρηγόρη Αυξεντίου - Αρχιεπισκόπου Κυπριανού;Grigori Afxentiou - Archiepiskopou Kyprianou;35,1484221359408;33,2052770815661
2820;Grigori Afxentiou - Michalaki Savva;Γρηγόρη Αυξεντίου - Μιχαλάκη Σάββα;Grigori Afxentiou - Michalaki Savva;35,1366082876711;33,1273878174102
10114;Episkopi Police Station 1;Αστυνομία Επισκοπής 1;Episkopi Police Station 1;34,6700699112624;32,9070035756323
11785;Nikou Georgiou - Agiou Mamantos;Νίκου Γεωργίου - Αγίου Μάμαντος;Nikou Georgiou - Agiou Mamantos;34,6735742011949;32,9022950659976
4103;Kokkinotrimithias Setl. 1;Συνοικισμός Κοκκινοτριμιθιάς 1;Kokkinotrimithias Setl. 1;35,1559984309308;33,1874433431365
137;Delfon - Agiou Dometiou;Δελφών - Αγίου Δομετίου;Delfon - Agiou Dometiou;35,1668971476395;33,3416307160221
2880;Tsakistra;Τσακίστρα;Tsakistra;35,024131037314;32,7236612126193
31574;Choletria Elementary School;Δημοτικό Σχολείο Χολετριών;Choletria Elementary School;34,7628810299208;32,5995710981396
1226;Sporadon 2;Σποράδων 2;Sporadon 2;35,1160920446632;33,2906629670242
921;Athalassis - Department of Forest;Αθαλάσσης - Τμήμα Δασών;Athalassis - Department of Forest;35,1376882965686;33,3787976895466
2744;Ioannis Prodromos Church - Nikitari;Εκκλησία Ιωάννη Προδρόμου - Νικητάρι;Ioannis Prodromos Church - Nikitari;35,0742935204886;32,9940879091668
30831;Archiep. Makariou C` Ave. - 28 Oktovriou;Λεωφ. Αρχιεπ. Μακαρίου Γ` - 28 Οκτωβρίου;Archiep. Makariou C` Ave. - 28 Oktovriou;35,0668357452389;32,4875178548699
2050;Filias - 1st Potamia;Φιλίας - 1η Ποταμιάς;Filias - 1st Potamia;35,0399366035033;33,4415640486341
10830;Agias Paraskevis - Salaminos;Αγίας Παρασκευής - Σαλαμίνος;Agias Paraskevis - Salaminos;34,7192589449543;33,0975511318895
11712;2nd Koilani 2;2η Κοιλάνι 2;2nd Koilani 2;34,8454762903456;32,8609866877688
30349;Tombs of the Kings 1;Τάφοι των Βασιλέων 1;Tombs of the Kings 1;34,7765976565334;32,407385036319
40170;Paralimniou - Grigori Afxentiou 2;Παραλιμνίου - Γρηγόρη Αυξεντίου 2;Paralimniou - Grigori Afxentiou 2;35,0265959257223;33,9582061769515
10230;Agios Nikolaos Church 1;Εκκλησία Αγ. Νικολάου 1;Agios Nikolaos Church 1;34,6887681600871;33,0570004139943
10213;Agios Nikolaos Church 2;Εκκλησία Αγ. Νικολάου 2;Agios Nikolaos Church 2;34,6891647065961;33,0575138120151
10709;Agias Zonis - Anakreontos;Αγίας Ζώνης - Ανακρέοντος;Agias Zonis - Anakreontos;34,6916138431624;33,0449380843418
10692;Kosti Palama - Eresou 1;Κωστή Παλαμά - Ερεσού 1;Kosti Palama - Eresou 1;34,7019956290991;33,0385340882114
2032;Ave. Grigori Afxentiou;Λεωφ. Γρηγόρη Αυξεντίου;Ave. Grigori Afxentiou;35,0020636591405;33,3803633338991
21433;Meneou - Pervolia Road - 4th Stop;Δρόμος Μενεού - Περβόλια - 4η Στάση;Meneou - Pervolia Road - 4th Stop;34,8520327006827;33,6083931431375
11100;Panagias Eleousis Ave. - 5th Trimiklini 2;Λεωφ. Παναγίας Ελεούσης - 5η Τριμίκλινης 2;Panagias Eleousis Ave. - 5th Trimiklini 2;34,8393369016692;32,9108057584725
10348;Dimokratias - Kopernikou;Δημοκρατίας - Κοπέρνικου;Dimokratias - Kopernikou;34,6708877840446;33,0229327977263
11851;Ypsonas Elementary School 1;Δημοτικό Σχολείο Ύψωνα 1;Ypsonas Elementary School 1;34,6973792175673;32,9408317881064
2870;Archiepiskopou Makariou C´ - Vyzakias 2;Αρχιεπισκόπου Μακαρίου Γ´ - Βυζακιάς 2;Archiepiskopou Makariou C´ - Vyzakias 2;35,1354277660994;33,1350368163737
651;Makedonitissis - School for the Deaf 1;Μακεδονιτίσσης - Σχολή Κωφών 1;Makedonitissis - School for the Deaf 1;35,1637894566526;33,3137709949041
5023;Glafkou - Dilou;Γλαύκου - Δήλου;Glafkou - Dilou;35,1577973522481;33,3547024969992
10139;Ellados - Irlandias 1;Ελλάδος - Ιρλανδίας 1;Ellados - Irlandias 1;34,6859172732647;32,9241912874337
4004;Troodous;Τροόδους;Troodous;35,1353711438667;33,0595492121365
423;Archiep. Makariou III Ave. - Mnasiadou;Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Μνασιάδου;Archiep. Makariou III Ave. - Mnasiadou;35,1661974886152;33,3620961581633
675;Larnakos - Kalliopis;Λάρνακος - Καλλιόπης;Larnakos - Kalliopis;35,1593483465467;33,3898999862064
1109;Idaliou - Ioanni Kapodistria;Ιδαλίου - Ιωάννη Καποδίστρια;Idaliou - Ioanni Kapodistria;35,0855161372708;33,3953075896539
30631;1st Stop Lemona 2;1η Στάση Λεμόνα 2;1st Stop Lemona 2;34,8650185357141;32,55646276326
40214;Protara - Kavo Gkreko Ave. - Amorgou;Λεωφ. Πρωταρά - Κάβο Γκρέκο - Αμοργού;Protara - Kavo Gkreko Ave. - Amorgou;35,0065769542827;34,0582255742268
30760;Evagora Pallikaridi - Charalambou Mouskou 1;Ευαγόρα Παλληκαρίδη - Χαράλαμπου Μούσκου 1;Evagora Pallikaridi - Charalambou Mouskou 1;34,7764438747649;32,4222931057247
